code,מקט,קו,כיוון,שם מפעיל,אשכול,מחוז,שם יישוב מוצא,שם יישוב יעד,מוצא_יעד מאוחד,סוג קו,שם סוג שירות,ייחודיות הקו,סוג אוטובוס,גודל אוטובוס,מספר חלופות,אורך מסלול (קמ) חלופה ראשית,"ק""מ שבועי",ממוצע נוסעים לקילומטר,מספר תחנות בקו - חלופה ראשית,הפעלת הקו,תחנות שקו זה משרת בבלעדיות,ישובים שקו זה משרת בבלעדיות,מהירות ממוצעת,משך נסיעה ממוצע (דקות),עלות תפעולית לנוסע,עלות תפעולית משוקללת,קבוצת יעילות תפעולית,כמות נסיעות יומית (ג),כמות נסיעות שבועיות,תיקופים יומי,תיקופים שבועי,ממוצע  תיקופים לנסיעה (שבועי),אומדן נוסעים (אחוזון 80),אומדן ממוצע נוסעים לנסיעה (אחוזון 80),מספר נוסעים מירבי,תקופת נסועה מירבית,הערה
10040_1,10040,40,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,חיפה_חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,3,14.7,4146.3,2.4,45,מעל שנה וחצי,,,19.44,45.37,8.09,80313.475,עירוני תדירות נמוכה,47,295,1663.2,9927.5,33.7,12164,41.2338983050847,69.8,"יום חול, 12:00 - 14:59 - שפל יום 2",| לבחון הוספת נסיעות בימי חול - 12:00-14:59| מומלץ להגדיל את תדירות הקו לעמידה בהנחיות התכנון לקווים עירוניים
10040_2,10040,40,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,חיפה_חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,3,14.4,3932.5,2.3,41,מעל שנה וחצי,,,19.28,44.81,8.4,77433.72,עירוני תדירות נמוכה,46,288,1554.3,9218.3,32,11269.4,39.1298611111111,65,"יום חול, 09:00 - 11:59 - שפל יום 1",| לבחון הוספת נסיעות בימי חול - 12:00-14:59| מומלץ להגדיל את תדירות הקו לעמידה בהנחיות התכנון לקווים עירוניים
10042_1,10042,42,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,חיפה_חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,14.8,1187.6,2.5,44,מעל שנה וחצי,7,,19.53,45.47,7.47,21822.111,עירוני תדירות נמוכה,14,80,514.3,2921.3,36.5,3482.4,43.53,68.2,"יום חול, 12:00 - 14:59 - שפל יום 2",| לבחון הוספת נסיעות בימי חול - 12:00-14:59
10042_2,10042,42,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,חיפה_חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,12.2,973.3,2.5,40,מעל שנה וחצי,6,,17.63,41.52,8.25,19918.8,עירוני תדירות נמוכה,14,80,435.8,2414.4,30.2,2992.4,37.405,52,"יום חול, 09:00 - 11:59 - שפל יום 1",| לבחון הוספת נסיעות בימי חול - 12:00-14:59
10043_1,10043,43,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,חיפה_חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,14.1,1582.6,1.4,39,מעל שנה וחצי,7,,22.14,38.21,11.71,25684.714,עירוני תדירות נמוכה,20,112,395,2193.4,19.6,2516.6,22.4696428571429,59.2,"יום חול, 12:00 - 14:59 - שפל יום 2",
10043_2,10043,43,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,חיפה_חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,16.5,1948.5,1,44,מעל שנה וחצי,7,,22.76,43.5,16.29,30791.358,עירוני תדירות נמוכה,21,118,340.6,1890.2,16,2172.8,18.4135593220339,54,"יום חול, 06:00 - 08:59 - שיא בוקר",
10045_1,10045,45,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,טירת כרמל,חיפה_טירת כרמל,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,6.8,929,2,20,מעל שנה וחצי,,,27.85,14.65,6.39,12036.843,עירוני תדירות נמוכה,23,137,344.3,1883.7,13.7,1827.4,13.3386861313869,33,"יום חול, 15:00 - 18:59 - שיא ערב",| לבחון הוספת נסיעות בימי חול - 15:00-18:59
10045_2,10045,45,2,אגד,חיפה עירוני,מטרופולין חיפה,טירת כרמל,חיפה,חיפה_טירת כרמל,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,6.5,1186.6,1.9,18,מעל שנה וחצי,,,24.03,16.23,8.09,17828.742,עירוני תדירות נמוכה,31,183,384.7,2203.8,12,2440.4,13.3355191256831,35,"יום חול, 06:00 - 08:59 - שיא בוקר",| לבחון הוספת נסיעות בימי חול - 09:00-11:59| מומלץ להגדיל את תדירות הקו לעמידה בהנחיות התכנון לקווים עירוניים
10046_1,10046,46,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,טירת כרמל,חיפה_טירת כרמל,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,6.6,1435.5,2.6,17,מעל שנה וחצי,2,,23.77,16.66,5.74,21804.538,עירוני תדירות נמוכה,40,218,721.1,3798.7,17.4,4915.6,22.548623853211,49.4,"יום חול, 12:00 - 14:59 - שפל יום 2",| מומלץ להגדיל את תדירות הקו לעמידה בהנחיות התכנון לקווים עירוניים
10046_2,10046,46,2,אגד,חיפה עירוני,מטרופולין חיפה,טירת כרמל,חיפה,חיפה_טירת כרמל,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,5.9,1313.8,2.9,15,מעל שנה וחצי,1,,21.58,16.4,5.88,22049.412,עירוני תדירות נמוכה,41,224,705.1,3749.9,16.7,4707.2,21.0142857142857,61.2,"יום חול, 06:00 - 08:59 - שיא בוקר",| מומלץ להגדיל את תדירות הקו לעמידה בהנחיות התכנון לקווים עירוניים
10047_1,10047,47,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,טירת כרמל,חיפה_טירת כרמל,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,11,2780.3,1.6,30,מעל שנה וחצי,9,,22.34,29.54,10.25,44321,עירוני תדירות נמוכה,45,250,806.1,4324,17.3,5489.8,21.9592,52.4,"יום חול, 06:00 - 08:59 - שיא בוקר",| מומלץ להגדיל את תדירות הקו לעמידה בהנחיות התכנון לקווים עירוניים
10047_2,10047,47,2,אגד,חיפה עירוני,מטרופולין חיפה,טירת כרמל,חיפה,חיפה_טירת כרמל,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,10.5,2859.3,1.1,30,מעל שנה וחצי,15,,22.35,28.19,14.09,45834.77,עירוני תדירות נמוכה,49,271,609.7,3253,12,4241,15.6494464944649,36.2,"יום חול, 12:00 - 14:59 - שפל יום 2",| מומלץ להגדיל את תדירות הקו לעמידה בהנחיות התכנון לקווים עירוניים
10048_1,10048,48,1,נתיב אקספרס,הגליל,גולן גליל ועמקים,נהריה,אחיהוד,נהריה_אחיהוד,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,2,35.8,2313.5,0.1,46,מעל שנה וחצי,,,32.59,65.91,102.15,26099.325,בינעירוני קצר,12,66,47.7,255.5,3.9,375.4,5.68787878787879,10,"יום חול, 06:00 - 08:59 - שיא בוקר",מכסימום נוסעים בתקופת יום קטן מ 10| ממוצע נוסעים לקמ נמוך| מיעוט נוסעים בשעת שיא הבוקר
10048_2,10048,48,2,נתיב אקספרס,הגליל,גולן גליל ועמקים,אחיהוד,נהריה,נהריה_אחיהוד,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,35.9,2443.4,0.1,47,מעל שנה וחצי,,,31.21,69.02,110.04,28159.236,בינעירוני קצר,12,68,47.9,255.9,3.8,378,5.55882352941176,10.4,"יום חול, 12:00 - 14:59 - שפל יום 2",מכסימום נוסעים בתקופת יום קטן מ 7| ממוצע נוסעים לקמ נמוך| מיעוט נוסעים בשעת שיא הבוקר
10049_1,10049,49,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,טירת כרמל,חיפה_טירת כרמל,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,11.3,3466.4,2.1,35,מעל שנה וחצי,10,,21.51,31.52,7.93,57870.761,עירוני תדירות גבוהה,55,306,1340.8,7297.7,23.8,9184.6,30.0150326797386,54.4,"יום חול, 06:00 - 08:59 - שיא בוקר",
10049_2,10049,49,2,אגד,חיפה עירוני,מטרופולין חיפה,טירת כרמל,חיפה,חיפה_טירת כרמל,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,10.8,3350.5,1.9,35,מעל שנה וחצי,5,,20.98,30.89,9.07,57252.561,עירוני תדירות גבוהה,55,309,1159.7,6312.3,20.4,7962.4,25.768284789644,51,"יום שישי, 09:00 - 11:59 - שפל יום 1",
10060_1,10060,60,1,אגד,חיפה פרברי,מטרופולין חיפה,זכרון יעקב,זכרון יעקב,זכרון יעקב_זכרון יעקב,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,7.8,46.7,0.7,19,מעל שנה וחצי,,,25.08,18.66,20.86,671.692,תלמידים,1,6,6.3,32.2,5.4,46,7.66666666666667,9,"יום חול, 06:00 - 08:59 - שיא בוקר",מכסימום נוסעים בתקופת יום קטן מ 7| קו עירוני עם פחות מ-10 נסיעות יומיות| מיעוט נוסעים בשעת שיא הבוקר| מספר נוסעים בשבוע קטן מ 100 - יש לבחון תרומת קו זה לרשת
10066_1,10066,66,1,אגד,"מתמ""ז-קריות",מטרופולין חיפה,קרית אתא,רמת יוחנן,קרית אתא_רמת יוחנן,אזורי,מאסף,סדיר,עירוני,אוטובוס,2,3.5,192.9,0.7,16,מעל שנה וחצי,8,רמת יוחנן,25.23,8.32,17.36,2196.04,אזורי,8,44,24.5,126.5,2.9,180.2,4.09545454545455,9.4,"יום חול, 04:00 - 05:59 - שפל לפנות בוקר",
10066_2,10066,66,2,אגד,"מתמ""ז-קריות",מטרופולין חיפה,רמת יוחנן,קרית אתא,קרית אתא_רמת יוחנן,אזורי,מאסף,סדיר,עירוני,אוטובוס,1,3.5,152.4,0.6,8,מעל שנה וחצי,4,רמת יוחנן,23.87,8.8,23.56,2323.016,אזורי,8,44,18.7,98.6,2.2,158,3.59090909090909,5.2,"יום חול, 06:00 - 08:59 - שיא בוקר",| מספר נוסעים בשבוע קטן מ 100 - יש לבחון תרומת קו זה לרשת
10070_1,10070,70,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,נשר,חיפה_נשר,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,9.4,281.4,1.5,31,מעל שנה וחצי,,,21.14,26.68,11.32,4804.208,עירוני תדירות נמוכה,5,30,69.6,424.4,14.1,530.2,17.6733333333333,26,"יום שישי, 12:00 - 14:59 - שפל יום 2",| קו עירוני עם פחות מ-10 נסיעות יומיות
10070_2,10070,70,2,אגד,חיפה עירוני,מטרופולין חיפה,נשר,חיפה,חיפה_נשר,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,9.6,403,1.7,32,מעל שנה וחצי,,,22.92,25.13,9.13,6333.481,עירוני תדירות נמוכה,7,42,125,693.7,16.5,838,19.952380952381,30.8,"יום חול, 06:00 - 08:59 - שיא בוקר",| קו עירוני עם פחות מ-10 נסיעות יומיות
10070_3,10070,70,3,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,נשר_חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,18.1,2608.6,1.7,57,מעל שנה וחצי,,,20.67,52.54,10.19,45374.032,עירוני תדירות נמוכה,27,144,846,4452.8,30.9,5433.2,37.7305555555556,47.4,"יום חול, 12:00 - 14:59 - שפל יום 2",| לבחון הוספת נסיעות בשישי - 12:00-14:59| מומלץ להגדיל את תדירות הקו לעמידה בהנחיות התכנון לקווים עירוניים
10071_1,10071,71,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,נשר,חיפה_נשר,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,8.9,1418.6,1.3,26,מעל שנה וחצי,,,24.69,21.63,11.6,20637.56,עירוני תדירות נמוכה,29,159,332.9,1779.1,11.2,2307.2,14.5106918238994,20.2,"יום חול, 15:00 - 18:59 - שיא ערב",| מומלץ להגדיל את תדירות הקו לעמידה בהנחיות התכנון לקווים עירוניים
10071_2,10071,71,2,אגד,חיפה עירוני,מטרופולין חיפה,נשר,חיפה,חיפה_נשר,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,8.5,1502.5,1.1,26,מעל שנה וחצי,1,,24.15,21.12,13.15,22303.715,עירוני תדירות נמוכה,32,176,316.1,1696.1,9.6,2122.6,12.0602272727273,19.2,"יום חול, 06:00 - 08:59 - שיא בוקר",| מומלץ להגדיל את תדירות הקו לעמידה בהנחיות התכנון לקווים עירוניים
10072_1,10072,72,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,כפר חסידים א',חיפה_כפר חסידים א',עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,15.9,3782.7,1.9,45,מעל שנה וחצי,,,26.78,35.62,6.84,48293.82,עירוני תדירות נמוכה,40,226,1286.7,7060.5,31.2,8550.8,37.8353982300885,104.4,"יום חול, 06:00 - 08:59 - שיא בוקר",| לבחון הוספת נסיעות בימי חול - 12:00-14:59| מומלץ להגדיל את תדירות הקו לעמידה בהנחיות התכנון לקווים עירוניים
10072_2,10072,72,2,אגד,חיפה עירוני,מטרופולין חיפה,כפר חסידים א',חיפה,חיפה_כפר חסידים א',עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,16,3920.7,2,45,מעל שנה וחצי,,,25.69,37.37,6.7,51364.21,עירוני תדירות נמוכה,41,229,1406.6,7666.3,33.5,9001,39.3056768558952,89.8,"יום שישי, 09:00 - 11:59 - שפל יום 1",| לבחון הוספת נסיעות בימי חול - 12:00-14:59| מומלץ להגדיל את תדירות הקו לעמידה בהנחיות התכנון לקווים עירוניים
10076_1,10076,76,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,יגור,חיפה_יגור,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,18,4362.9,2.2,46,מעל שנה וחצי,2,,21.32,50.66,7.85,73886.555,עירוני תדירות נמוכה,44,243,1732.1,9412.3,38.7,11262.6,46.3481481481482,88,"יום חול, 15:00 - 18:59 - שיא ערב",| לבחון הוספת נסיעות בימי חול - 12:00-14:59| מומלץ להגדיל את תדירות הקו לעמידה בהנחיות התכנון לקווים עירוניים
10076_2,10076,76,2,אגד,חיפה עירוני,מטרופולין חיפה,יגור,חיפה,חיפה_יגור,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,18.7,4466.2,2.3,49,מעל שנה וחצי,5,,21.1,53.18,7.32,76300.752,עירוני תדירות נמוכה,43,239,1944.5,10423.6,43.6,12628,52.836820083682,94,"יום חול, 06:00 - 08:59 - שיא בוקר",| לבחון הוספת נסיעות בימי חול - 12:00-14:59| מומלץ להגדיל את תדירות הקו לעמידה בהנחיות התכנון לקווים עירוניים
10077_1,10077,77,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,יגור,חיפה_יגור,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,18.9,2946.1,0.8,57,מעל שנה וחצי,2,,23.06,49.18,18.67,46318.403,עירוני תדירות נמוכה,29,157,467.1,2480.9,15.8,3202,20.3949044585987,32.2,"יום חול, 15:00 - 18:59 - שיא ערב",| מומלץ להגדיל את תדירות הקו לעמידה בהנחיות התכנון לקווים עירוניים
10077_2,10077,77,2,אגד,חיפה עירוני,מטרופולין חיפה,יגור,חיפה,חיפה_יגור,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,21.7,3318.3,1,61,מעל שנה וחצי,1,,22.63,57.53,15.87,52797.903,עירוני תדירות נמוכה,28,153,620.3,3326.9,21.7,4163.8,27.2143790849673,49.4,"יום חול, 06:00 - 08:59 - שיא בוקר",| מומלץ להגדיל את תדירות הקו לעמידה בהנחיות התכנון לקווים עירוניים
10078_1,10078,78,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,נשר,חיפה_נשר,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,10.8,1829.8,1.9,33,מעל שנה וחצי,1,,20.28,31.95,9.34,32393.922,עירוני תדירות נמוכה,31,169,649,3468.3,20.5,4369,25.8520710059172,47,"יום חול, 12:00 - 14:59 - שפל יום 2",| מומלץ להגדיל את תדירות הקו לעמידה בהנחיות התכנון לקווים עירוניים
10078_2,10078,78,2,אגד,חיפה עירוני,מטרופולין חיפה,נשר,חיפה,חיפה_נשר,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,10.6,2014.4,1.7,32,מעל שנה וחצי,1,,22.67,28.05,9.15,31962.78,עירוני תדירות נמוכה,35,190,659,3493.2,18.4,4388.8,23.0989473684211,42.2,"יום חול, 06:00 - 08:59 - שיא בוקר",| מומלץ להגדיל את תדירות הקו לעמידה בהנחיות התכנון לקווים עירוניים
10079_1,10079,79,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,נשר,חיפה_נשר,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,16.2,947.2,0.8,61,מעל שנה וחצי,,,25.3,38.42,17.71,13142.591,עירוני תדירות נמוכה,7,57,94.2,742.1,13,923.2,16.1964912280702,26.2,"יום שבת, 12:00 - 14:59 - שפל יום 2",| קו עירוני עם פחות מ-10 נסיעות יומיות
10079_2,10079,79,2,אגד,חיפה עירוני,מטרופולין חיפה,נשר,חיפה,חיפה_נשר,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,17.8,663.5,0.5,69,מעל שנה וחצי,,,25.19,42.4,30.35,9159.63,עירוני תדירות נמוכה,4,36,20.8,301.8,8.4,399.2,11.0888888888889,24.4,"יום שבת, 12:00 - 14:59 - שפל יום 2",| ממוצע נוסעים לקמ נמוך| קו עירוני עם פחות מ-10 נסיעות יומיות
