code,מקט,קו,כיוון,שם מפעיל,אשכול,מחוז,שם יישוב מוצא,שם יישוב יעד,מוצא_יעד מאוחד,סוג קו,שם סוג שירות,ייחודיות הקו,סוג אוטובוס,גודל אוטובוס,מספר חלופות,אורך מסלול (קמ) חלופה ראשית,"ק""מ שבועי",ממוצע נוסעים לקילומטר,מספר תחנות בקו - חלופה ראשית,הפעלת הקו,תחנות שקו זה משרת בבלעדיות,ישובים שקו זה משרת בבלעדיות,מהירות ממוצעת,משך נסיעה ממוצע (דקות),עלות תפעולית לנוסע,עלות תפעולית משוקללת,קבוצת יעילות תפעולית,כמות נסיעות יומית (ג),כמות נסיעות שבועיות,תיקופים יומי,תיקופים שבועי,ממוצע  תיקופים לנסיעה (שבועי),אומדן נוסעים (אחוזון 80),אומדן ממוצע נוסעים לנסיעה (אחוזון 80),מספר נוסעים מירבי,תקופת נסועה מירבית,הערה
37023_2,37023,23,2,ש.א.מ,קווי נצרת – שאמ,גולן גליל ועמקים,נצרת,נצרת,נצרת_נצרת,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,1,10.2,1497.6,0.3,37,מעל שנה וחצי,15,,17.41,35.15,67.16,31001.056,עירוני תדירות נמוכה,31,147,68.1,461.6,3.1,612.8,4.1687074829932,17,"יום חול, 06:00 - 08:59 - שיא בוקר",| מומלץ להגדיל את תדירות הקו לעמידה בהנחיות התכנון לקווים עירוניים
37029_1,37029,29,1,קווים,חשמונאים,מרכז,שוהם,רמלה,שוהם_רמלה,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,2,33.9,2701.5,0.2,40,מעל שנה וחצי,,,34.14,59.58,61.24,28599.08,בינעירוני קצר,16,80,93.4,467,5.8,580,7.25,25.2,"יום חול, 15:00 - 18:59 - שיא ערב",מכסימום נוסעים בתקופת יום קטן מ 15| ממוצע נוסעים לקמ נמוך
37029_2,37029,29,2,קווים,חשמונאים,מרכז,רמלה,שוהם,שוהם_רמלה,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,2,34.2,2404.6,0.1,39,מעל שנה וחצי,,,38.2,53.72,81.45,22561.65,בינעירוני קצר,14,70,55.4,277,4,376,5.37142857142857,16,"יום חול, 15:00 - 18:59 - שיא ערב",| ממוצע נוסעים לקמ נמוך
37044_1,37044,44,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,טירת כרמל,חיפה_טירת כרמל,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,13.5,2874,1.6,34,מעל שנה וחצי,1,,23.27,34.81,9.73,44465.127,עירוני תדירות נמוכה,39,213,844.6,4569.9,21.5,5585,26.2206572769953,53.8,"יום חול, 12:00 - 14:59 - שפל יום 2",| מומלץ להגדיל את תדירות הקו לעמידה בהנחיות התכנון לקווים עירוניים
37044_2,37044,44,2,אגד,חיפה עירוני,מטרופולין חיפה,טירת כרמל,חיפה,חיפה_טירת כרמל,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,13.5,2896.1,1.4,30,מעל שנה וחצי,2,,22.98,35.25,11.08,45266.232,עירוני תדירות נמוכה,39,214,750.5,4085.4,19.1,5053.6,23.614953271028,50.2,"יום חול, 06:00 - 08:59 - שיא בוקר",| מומלץ להגדיל את תדירות הקו לעמידה בהנחיות התכנון לקווים עירוניים
37050_1,37050,50,1,קווים,חשמונאים,י-ם,מודיעין מכבים רעות,מודיעין מכבים רעות,מודיעין מכבים רעות_מודיעין מכבים רעות,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,15.9,4501.4,0.9,44,מעל שנה וחצי,,,24.67,38.67,16.03,65658.88,עירוני תדירות גבוהה,51,283,773,4096,14.5,5476.4,19.3512367491166,56.2,"יום חול, 15:00 - 18:59 - שיא ערב",
37050_2,37050,50,2,קווים,חשמונאים,י-ם,מודיעין מכבים רעות,מודיעין מכבים רעות,מודיעין מכבים רעות_מודיעין מכבים רעות,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,14.6,4209.1,0.9,39,מעל שנה וחצי,,,23.15,37.84,17.62,65384.296,עירוני תדירות גבוהה,52,288,697.8,3710.8,12.9,4966.2,17.24375,49.4,"יום חול, 12:00 - 14:59 - שפל יום 2",
37056_1,37056,56,1,ש.א.מ,קווי נצרת – שאמ,גולן גליל ועמקים,נצרת,נצרת,נצרת_נצרת,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,1,11.4,1553.8,0.4,30,מעל שנה וחצי,,,21.05,32.49,38.46,26514.324,עירוני תדירות נמוכה,22,136,111,689.4,5.1,1018.2,7.48676470588235,28.4,"יום חול, 12:00 - 14:59 - שפל יום 2",| ממוצע נוסעים לקמ נמוך| מיעוט נוסעים בשעת שיא הבוקר
37056_2,37056,56,2,ש.א.מ,קווי נצרת – שאמ,גולן גליל ועמקים,נצרת,נצרת,נצרת_נצרת,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,1,11.1,1448.2,0.4,26,מעל שנה וחצי,,,19.19,34.71,52.42,27284.61,עירוני תדירות נמוכה,21,131,86.8,520.5,4,814.6,6.21832061068702,19,"יום חול, 12:00 - 14:59 - שפל יום 2",| ממוצע נוסעים לקמ נמוך| מיעוט נוסעים בשעת שיא הבוקר
37062_1,37062,62,1,אקסטרה,נתניה עירוני,מרכז,נתניה,נתניה,נתניה_נתניה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,14.2,3651.2,1.5,43,מעל שנה וחצי,,,18.04,47.23,13.27,72852.3,עירוני תדירות נמוכה,47,257,1016.9,5490,21.4,6777.6,26.3719844357977,63.4,"יום חול, 12:00 - 14:59 - שפל יום 2",| מומלץ להגדיל את תדירות הקו לעמידה בהנחיות התכנון לקווים עירוניים
37062_2,37062,62,2,אקסטרה,נתניה עירוני,מרכז,נתניה,נתניה,נתניה_נתניה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,14.9,3753,1.5,46,מעל שנה וחצי,,,19.02,47,12.3,71036.19,עירוני תדירות נמוכה,46,252,1078.4,5775.3,22.9,7090.8,28.1380952380952,74,"יום חול, 06:00 - 08:59 - שיא בוקר",| מומלץ להגדיל את תדירות הקו לעמידה בהנחיות התכנון לקווים עירוניים
37071_1,37071,71,1,אלקטרה אפיקים,פתח תקוה-ראש העין,גוש דן,ראש העין,ראש העין,ראש העין_ראש העין,עירוני,מקומי מאסף,קווים מזינים,עירוני,מיניבוס,1,11.1,3167.7,1,31,מעל שנה וחצי,,,21.71,30.68,16.9,52636.74,קווים מזינים,53,286,574,3114.6,10.9,4208.4,14.7146853146853,38,"יום חול, 06:00 - 08:59 - שיא בוקר",| לבחון הוספת נסיעות בימי חול - 12:00-14:59| לבחון שינוי סוג רכב מוגדר לגדול יותר
37071_2,37071,71,2,אלקטרה אפיקים,פתח תקוה-ראש העין,גוש דן,ראש העין,ראש העין,ראש העין_ראש העין,עירוני,מקומי מאסף,קווים מזינים,עירוני,מיניבוס,1,11,2925.2,1.2,30,מעל שנה וחצי,,,23.3,28.33,12.37,45202.454,קווים מזינים,49,266,679.7,3654.2,13.7,4808.6,18.0774436090226,55.2,"יום שישי, 06:00 - 08:59 - שיא בוקר",| לבחון הוספת נסיעות בימי חול - 12:00-14:59| לבחון שינוי סוג רכב מוגדר לגדול יותר| מומלץ להגדיל את תדירות הקו לעמידה בהנחיות התכנון לקווים עירוניים
37076_1,37076,76,1,מטרופולין,שרון,מרכז,רעננה,רעננה,רעננה_רעננה,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,8.8,43.8,1.4,21,מעל שנה וחצי,1,,19.24,27.44,13.84,823.48,תלמידים,1,5,11.9,59.5,11.9,75,15,15,"יום חול, 06:00 - 08:59 - שיא בוקר",| קו עירוני עם פחות מ-10 נסיעות יומיות| מספר נוסעים בשבוע קטן מ 100 - יש לבחון תרומת קו זה לרשת
37077_2,37077,77,2,סופרבוס,העמקים,גולן גליל ועמקים,טבריה,טבריה,טבריה_טבריה,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,8.5,51.3,0.4,22,מעל שנה וחצי,,,19.7,25.89,42.95,932.015,תלמידים,1,6,4,21.7,3.6,30.8,5.13333333333333,5.8,"יום חול, 12:00 - 14:59 - שפל יום 2",מכסימום נוסעים בתקופת יום קטן מ 7| ממוצע נוסעים לקמ נמוך| קו עירוני עם פחות מ-10 נסיעות יומיות| מספר נוסעים בשבוע קטן מ 100 - יש לבחון תרומת קו זה לרשת
37082_2,37082,82,2,מטרופולין,שרון,מרכז,רעננה,רעננה,רעננה_רעננה,אזורי,מאסף,תלמידים,עירוני,אוטובוס,1,7.4,74.4,0.1,11,מעל שנה וחצי,2,,24.76,17.93,143.44,1075.8,תלמידים,2,10,1.5,7.5,0.8,25,2.5,3,"יום חול, 12:00 - 14:59 - שפל יום 2","| קו אזורי עם פחות מ-3 נסיעות יומיות| מספר נוסעים נמוך - שים לב, במסלול הקו יש תחנות המשורתות על ידי קו זה בלבד| מספר נוסעים בשבוע קטן מ 100 - יש לבחון תרומת קו זה לרשת"
37083_1,37083,83,1,אלקטרה אפיקים,פתח תקוה-ראש העין,גוש דן,פתח תקווה,שדי חמד,פתח תקווה_שדי חמד,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,2,23,2229.5,0.4,43,מעל שנה וחצי,2,,25.95,53.18,41.19,33182.664,עירוני תדירות נמוכה,18,104,141.4,805.6,7.7,1096.2,10.5403846153846,21.6,"יום שישי, 09:00 - 11:59 - שפל יום 1",
37083_2,37083,83,2,אלקטרה אפיקים,פתח תקוה-ראש העין,גוש דן,שדי חמד,פתח תקווה,פתח תקווה_שדי חמד,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,2,22.1,2145.5,0.3,41,מעל שנה וחצי,,,27.46,48.29,45.63,30134.052,עירוני תדירות נמוכה,18,104,116.7,660.4,6.4,903.6,8.68846153846154,27,"יום חול, 06:00 - 08:59 - שיא בוקר",| ממוצע נוסעים לקמ נמוך| לבחון הוספת נסיעות בימי חול - 06:00-08:59| לבחון שינוי סוג רכב מוגדר לגדול יותר
37084_1,37084,84,1,קווים,חשמונאים,י-ם,מודיעין מכבים רעות,מודיעין מכבים רעות,מודיעין מכבים רעות_מודיעין מכבים רעות,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,22.2,133.2,0.7,46,מעל שנה וחצי,8,,24.86,53.58,22.15,1929.265,תלמידים,1,6,15.8,87.1,14.5,111.2,18.5333333333333,20,"יום חול, 06:00 - 08:59 - שיא בוקר",| קו עירוני עם פחות מ-10 נסיעות יומיות| מספר נוסעים בשבוע קטן מ 100 - יש לבחון תרומת קו זה לרשת
37084_2,37084,84,2,קווים,חשמונאים,י-ם,מודיעין מכבים רעות,מודיעין מכבים רעות,מודיעין מכבים רעות_מודיעין מכבים רעות,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,24.4,414.2,0.5,42,מעל שנה וחצי,7,,27.08,54.06,29.07,5514.579,תלמידים,3,17,33.1,189.7,11.2,287.6,16.9176470588235,27.4,"יום שישי, 09:00 - 11:59 - שפל יום 1",| קו עירוני עם פחות מ-10 נסיעות יומיות
37085_1,37085,85,1,מטרופולין,בקעת אונו אלעד,גוש דן,פתח תקווה,שוהם,פתח תקווה_שוהם,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,23.9,2906.5,0.7,43,מעל שנה וחצי,,,25.6,56.02,18.56,39660.864,עירוני תדירות נמוכה,23,118,419.4,2136.9,18.1,2596.4,22.0033898305085,48,"יום חול, 15:00 - 18:59 - שיא ערב",
37085_2,37085,85,2,מטרופולין,בקעת אונו אלעד,גוש דן,שוהם,פתח תקווה,פתח תקווה_שוהם,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,23.7,3326.1,0.7,40,מעל שנה וחצי,,,24.87,57.18,20.67,45965.946,עירוני תדירות נמוכה,26,134,434.6,2223.8,16.6,2748.4,20.510447761194,46.2,"יום חול, 06:00 - 08:59 - שיא בוקר",| מומלץ להגדיל את תדירות הקו לעמידה בהנחיות התכנון לקווים עירוניים
37086_2,37086,86,2,קווים,חדרה-נתניה,מרכז,כפר יונה,כפר יונה,כפר יונה_כפר יונה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,13.5,3139,0.5,37,מעל שנה וחצי,2,,21.25,38.12,31.08,53062.884,עירוני תדירות נמוכה,41,232,322,1707.3,7.4,2351.8,10.1370689655172,28.4,"יום חול, 06:00 - 08:59 - שיא בוקר",| מומלץ להגדיל את תדירות הקו לעמידה בהנחיות התכנון לקווים עירוניים
37091_1,37091,91,1,ש.א.מ,קווי נצרת – שאמ,גולן גליל ועמקים,נצרת,נצרת,נצרת_נצרת,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,6.6,66.2,4.4,19,מעל שנה וחצי,,,16.12,24.57,5.11,1474.746,תלמידים,2,10,49,288.6,28.9,348,34.8,37,"יום חול, 06:00 - 08:59 - שיא בוקר",| קו עירוני עם פחות מ-10 נסיעות יומיות
38002_1,38002,2,1,נסיעות ותיירות,קווי נצרת - נסיעות ותיירות,גולן גליל ועמקים,סח'נין,סח'נין,סח'נין_סח'נין,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,2,11.2,2940.3,0.5,31,מעל שנה וחצי,32,,21.29,31.56,31.99,49610.092,עירוני תדירות נמוכה,44,262,261.4,1550.8,5.9,2132,8.13740458015267,60,"יום חול, 06:00 - 08:59 - שיא בוקר",| לבחון הוספת נסיעות בשבת - 12:00-14:59| לבחון שינוי סוג רכב מוגדר לגדול יותר| מומלץ להגדיל את תדירות הקו לעמידה בהנחיות התכנון לקווים עירוניים
38002_2,38002,2,2,נסיעות ותיירות,קווי נצרת - נסיעות ותיירות,גולן גליל ועמקים,סח'נין,סח'נין,סח'נין_סח'נין,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,2,12.4,3240.3,0.5,30,מעל שנה וחצי,22,,22.69,32.79,30.66,51539.46,עירוני תדירות נמוכה,44,262,281.8,1681,6.4,2333.4,8.90610687022901,44,"יום חול, 12:00 - 14:59 - שפל יום 2",| לבחון הוספת נסיעות בשבת - 12:00-14:59| לבחון שינוי סוג רכב מוגדר לגדול יותר| מומלץ להגדיל את תדירות הקו לעמידה בהנחיות התכנון לקווים עירוניים
38006_1,38006,6,1,סופרבוס,העמקים,גולן גליל ועמקים,עפולה,עפולה,עפולה_עפולה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,2.2,60.5,0.2,6,מעל שנה וחצי,1,,12.43,10.62,120.55,1784.14,עירוני תדירות נמוכה,5,28,2.7,14.8,0.5,62.8,2.24285714285714,3,"יום חול, 09:00 - 11:59 - שפל יום 1","| קו עירוני עם פחות מ-10 נסיעות יומיות| מספר נוסעים נמוך - שים לב, במסלול הקו יש תחנות המשורתות על ידי קו זה בלבד| מספר נוסעים בשבוע קטן מ 100 - יש לבחון תרומת קו זה לרשת"
38006_2,38006,6,2,סופרבוס,העמקים,גולן גליל ועמקים,עפולה,עפולה,עפולה_עפולה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,2.5,68.7,0.2,4,מעל שנה וחצי,1,,19.35,7.75,90.42,1302.048,עירוני תדירות נמוכה,5,28,2.6,14.4,0.5,52.6,1.87857142857143,3,"יום חול, 09:00 - 11:59 - שפל יום 1","| קו עירוני עם פחות מ-10 נסיעות יומיות| מספר נוסעים נמוך - שים לב, במסלול הקו יש תחנות המשורתות על ידי קו זה בלבד| מספר נוסעים בשבוע קטן מ 100 - יש לבחון תרומת קו זה לרשת"
38008_1,38008,8,1,דן באר שבע,באר שבע עירוני,הדרום,באר שבע,באר שבע,באר שבע_באר שבע,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,12.9,6843.1,2.2,40,מעל שנה וחצי,4,,17.53,44.15,9.35,140140.605,עירוני תדירות גבוהה,93,529,2731.5,14988.3,28.3,20224.2,38.2310018903592,73.6,"יום חול, 06:00 - 08:59 - שיא בוקר",| לבחון הוספת נסיעות בימי חול - 12:00-14:59
38008_2,38008,8,2,דן באר שבע,באר שבע עירוני,הדרום,באר שבע,באר שבע,באר שבע_באר שבע,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,12.1,6666.4,2.5,39,מעל שנה וחצי,4,,16.62,43.68,8.74,144910.074,עירוני תדירות גבוהה,97,553,3028.6,16580.1,30,22704.2,41.0564195298373,74,"יום שישי, 12:00 - 14:59 - שפל יום 2",| לבחון הוספת נסיעות בימי חול - 12:00-14:59
38009_2,38009,9,2,קווים,חדרה-נתניה,מרכז,אבן יהודה,אבן יהודה,אבן יהודה_אבן יהודה,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,3.8,64.3,1.7,10,מעל שנה וחצי,,,24.87,9.17,8.7,935.25,תלמידים,3,17,21.5,107.5,6.3,120,7.05882352941176,11,"יום חול, 12:00 - 14:59 - שפל יום 2",מכסימום נוסעים בתקופת יום קטן מ 10| קו עירוני עם פחות מ-10 נסיעות יומיות
38010_3,38010,10,3,נתיב אקספרס,הגליל,גולן גליל ועמקים,חורפיש,חורפיש,חורפיש_חורפיש,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,1,10.5,1438,0.1,38,מעל שנה וחצי,23,,25.34,24.86,194.06,20434.518,עירוני תדירות נמוכה,24,137,20.5,105.3,0.8,260.8,1.9036496350365,4,"יום חול, 09:00 - 11:59 - שפל יום 1",
38011_1,38011,11,1,סופרבוס,העמקים,גולן גליל ועמקים,טבריה,טבריה,טבריה_טבריה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,14,4431,1.2,47,מעל שנה וחצי,,,20.67,40.64,14.01,77319.789,עירוני תדירות גבוהה,55,317,1009.7,5518.9,17.4,6999,22.0788643533123,76,"יום חול, 06:00 - 08:59 - שיא בוקר",
38011_2,38011,11,2,סופרבוס,העמקים,גולן גליל ועמקים,טבריה,טבריה,טבריה_טבריה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,13.5,4272.8,1.2,44,מעל שנה וחצי,,,21.89,37,14.02,70391.616,עירוני תדירות גבוהה,55,317,906.7,5020.8,15.8,6471,20.4132492113565,52.4,"יום שישי, 09:00 - 11:59 - שפל יום 1",
38021_1,38021,21,1,בית שמש אקספרס,בית שמש,י-ם,בית שמש,בית שמש,בית שמש_בית שמש,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,12.9,4526.1,2.2,43,מעל שנה וחצי,8,,21.89,35.36,7.48,74513.516,עירוני תדירות גבוהה,61,351,1774.4,9961.7,28.4,12883.4,36.7048433048433,122,"יום חול, 06:00 - 08:59 - שיא בוקר",| לבחון הוספת נסיעות בימי חול - 12:00-14:59
38021_2,38021,21,2,בית שמש אקספרס,בית שמש,י-ם,בית שמש,בית שמש,בית שמש_בית שמש,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,13.3,4809.9,2.5,40,מעל שנה וחצי,8,,22.06,36.17,6.64,78537.256,עירוני תדירות גבוהה,63,362,2126.2,11827.9,32.7,15106.6,41.7309392265193,122,"יום שישי, 09:00 - 11:59 - שפל יום 1",| לבחון הוספת נסיעות בימי חול - 12:00-14:59
38022_1,38022,22,1,נתיב אקספרס,הגליל,גולן גליל ועמקים,צפת,צפת,צפת_צפת,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,1,12.8,1741.2,0.4,25,מעל שנה וחצי,,,26.51,28.97,31.79,23635.865,עירוני תדירות נמוכה,24,136,139.2,743.5,5.5,1049,7.71323529411765,25,"יום חול, 12:00 - 14:59 - שפל יום 2",| ממוצע נוסעים לקמ נמוך| מיעוט נוסעים בשעת שיא הבוקר
38022_2,38022,22,2,נתיב אקספרס,הגליל,גולן גליל ועמקים,צפת,צפת,צפת_צפת,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,1,14.7,1997.4,0.3,26,מעל שנה וחצי,,,26.1,33.79,47.83,27573.995,עירוני תדירות נמוכה,24,136,108.1,576.5,4.2,862.4,6.34117647058824,24,"יום חול, 06:00 - 08:59 - שיא בוקר",| ממוצע נוסעים לקמ נמוך
38028_1,38028,28,1,קווים,חדרה-נתניה,מטרופולין חיפה,אום אל פחם,אום אל פחם,אום אל פחם_אום אל פחם,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,2,8.6,3017.8,0.1,10,לפני 17 חודשים,10,,20.8,24.81,253.18,49420.736,עירוני תדירות גבוהה,57,332,37.6,195.2,0.6,503.2,1.51566265060241,15.6,"יום חול, 06:00 - 08:59 - שיא בוקר",
38028_2,38028,28,2,קווים,חדרה-נתניה,מטרופולין חיפה,אום אל פחם,אום אל פחם,אום אל פחם_אום אל פחם,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,2,9.1,3187.2,0.1,15,לפני 17 חודשים,12,,20.68,26.4,208.11,52589.397,עירוני תדירות גבוהה,57,332,48.1,252.7,0.8,633.6,1.90843373493976,13,"יום חול, 15:00 - 18:59 - שיא ערב",
38032_1,38032,32,1,דן,תל אביב,גוש דן,תל אביב יפו,גבעת שמואל,תל אביב יפו_גבעת שמואל,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,15.3,3434.6,2.2,37,מעל שנה וחצי,,,15.59,58.88,10.48,79111.424,עירוני תדירות נמוכה,41,224,1419.9,7548.8,33.7,9010.6,40.2258928571429,74,"יום חול, 15:00 - 18:59 - שיא ערב",| לבחון הוספת נסיעות בימי חול - 12:00-14:59| מומלץ להגדיל את תדירות הקו לעמידה בהנחיות התכנון לקווים עירוניים
38032_2,38032,32,2,דן,תל אביב,גוש דן,גבעת שמואל,תל אביב יפו,תל אביב יפו_גבעת שמואל,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,14.1,3434.6,2.2,36,מעל שנה וחצי,,,15.94,53.07,10.37,77378.866,עירוני תדירות נמוכה,45,243,1409.8,7461.8,30.7,8910.6,36.6691358024691,83.2,"יום חול, 06:00 - 08:59 - שיא בוקר",| לבחון הוספת נסיעות בימי חול - 06:00-08:59| מומלץ להגדיל את תדירות הקו לעמידה בהנחיות התכנון לקווים עירוניים
38052_1,38052,52,1,אגד,רחובות עירוני,מרכז,מזכרת בתיה,בית אלעזרי,מזכרת בתיה_בית אלעזרי,עירוני,מקומי מאסף,קווים מזינים,עירוני,אוטובוס,1,12.7,253.1,0.1,8,מעל שנה וחצי,,,38.21,19.94,64.67,2392.79,קווים מזינים,4,20,7.4,37,1.8,65,3.25,4,"יום חול, 15:00 - 18:59 - שיא ערב",מכסימום נוסעים בתקופת יום קטן מ 3| ממוצע נוסעים לקמ נמוך| קו עירוני עם פחות מ-10 נסיעות יומיות| מספר נוסעים בשבוע קטן מ 100 - יש לבחון תרומת קו זה לרשת
38052_2,38052,52,2,אגד,רחובות עירוני,מרכז,בית אלעזרי,מזכרת בתיה,מזכרת בתיה_בית אלעזרי,עירוני,מקומי מאסף,קווים מזינים,עירוני,אוטובוס,1,12.8,191.3,0.1,11,מעל שנה וחצי,,,44.86,17.12,59.26,1540.76,קווים מזינים,3,15,5.2,26,1.7,41,2.73333333333333,4,"יום חול, 06:00 - 08:59 - שיא בוקר",מכסימום נוסעים בתקופת יום קטן מ 3| ממוצע נוסעים לקמ נמוך| קו עירוני עם פחות מ-10 נסיעות יומיות| מיעוט נוסעים בשעת שיא הבוקר| מספר נוסעים בשבוע קטן מ 100 - יש לבחון תרומת קו זה לרשת
38061_1,38061,61,1,אקסטרה,נתניה עירוני,מרכז,נתניה,נתניה,נתניה_נתניה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,4,21.5,16736.8,0.7,57,מעל שנה וחצי,2,,20.06,64.31,26.84,295554.028,עירוני תדירות גבוהה,138,766,2045.4,11011.7,14.4,12937.4,16.8895561357702,71,"יום חול, 06:00 - 08:59 - שיא בוקר",| לבחון דילול חלופות| לבחון הוספת נסיעות בימי חול - 12:00-14:59
38061_2,38061,61,2,אקסטרה,נתניה עירוני,מרכז,נתניה,נתניה,נתניה_נתניה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,21.5,16468.6,0.6,60,מעל שנה וחצי,2,,20.59,62.65,30.55,287949.025,עירוני תדירות גבוהה,138,766,1749.5,9425.5,12.3,11995.2,15.6595300261097,61.2,"יום חול, 06:00 - 08:59 - שיא בוקר",
38075_1,38075,75,1,נסיעות ותיירות,קווי נצרת - נסיעות ותיירות,גולן גליל ועמקים,מגאר,מגאר,מגאר_מגאר,אזורי,מאסף,תלמידים,בינעירוני,מיניבוס,1,2.2,10.9,7.7,5,מעל שנה וחצי,,,16.82,7.85,2.82,235.188,תלמידים,1,5,14.3,83.4,16.7,114.8,22.96,24,"יום חול, 06:00 - 08:59 - שיא בוקר",| קו אזורי עם פחות מ-3 נסיעות יומיות| מספר נוסעים בשבוע קטן מ 100 - יש לבחון תרומת קו זה לרשת
38075_2,38075,75,2,נסיעות ותיירות,קווי נצרת - נסיעות ותיירות,גולן גליל ועמקים,מגאר,מגאר,מגאר_מגאר,אזורי,מאסף,תלמידים,בינעירוני,מיניבוס,1,2.5,37.9,5.3,6,מעל שנה וחצי,,,18.25,8.22,3.67,739.505,תלמידים,3,15,33.7,201.5,13.4,271,18.0666666666667,25,"יום שבת, 12:00 - 14:59 - שפל יום 2",
38081_2,38081,81,2,קווים,ביתר עילית ועמק האלה,י-ם,ביתר עילית,ביתר עילית,ביתר עילית_ביתר עילית,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,4.5,26.7,4.7,17,לפני 14 חודשים,1,,14.58,18.52,5.33,666.783,תלמידים,1,6,17.6,125.1,20.8,157,26.1666666666667,46,"יום שישי, 09:00 - 11:59 - שפל יום 1",| קו עירוני עם פחות מ-10 נסיעות יומיות
38083_1,38083,83,1,מועצה אזורית גולן,רמת הגולן,גולן גליל ועמקים,קצרין,רמות,קצרין_רמות,אזורי,מאסף,תלמידים,בינעירוני,אוטובוס,1,27.9,278.6,0.5,13,מעל שנה וחצי,,,62.02,26.99,11.78,1619.75,תלמידים,2,10,27.5,137.5,13.8,120,12,14,"יום חול, 12:00 - 14:59 - שפל יום 2",| קו אזורי עם פחות מ-3 נסיעות יומיות
38083_2,38083,83,2,מועצה אזורית גולן,רמת הגולן,גולן גליל ועמקים,רמות,קצרין,קצרין_רמות,אזורי,מאסף,תלמידים,בינעירוני,אוטובוס,1,26.9,134.5,1.1,13,מעל שנה וחצי,,,59.08,27.32,5.79,819.285,תלמידים,1,5,28.3,141.5,28.3,165,33,33,"יום חול, 06:00 - 08:59 - שיא בוקר",| קו אזורי עם פחות מ-3 נסיעות יומיות
38084_1,38084,84,1,אלקטרה אפיקים תחבורה,עוטף ירושלים,י-ם,מעלה אדומים,מעלה אדומים,מעלה אדומים_מעלה אדומים,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,7.5,52.4,1.1,30,מעל שנה וחצי,,,15.18,29.64,20.85,1244.745,תלמידים,1,7,8.2,59.7,8.5,77.6,11.0857142857143,14.8,"יום שישי, 06:00 - 08:59 - שיא בוקר",מכסימום נוסעים בתקופת יום קטן מ 10| קו עירוני עם פחות מ-10 נסיעות יומיות| מיעוט נוסעים בשעת שיא הבוקר| מספר נוסעים בשבוע קטן מ 100 - יש לבחון תרומת קו זה לרשת
